Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,086088,1961,03,57.1,Y
IDCJAC0001,086088,1961,04,96.9,Y
IDCJAC0001,086088,1961,05,84.4,Y
IDCJAC0001,086088,1961,06,79.4,Y
IDCJAC0001,086088,1961,07,71.9,Y
IDCJAC0001,086088,1961,08,103.0,Y
IDCJAC0001,086088,1961,09,49.0,Y
IDCJAC0001,086088,1961,10,55.3,Y
IDCJAC0001,086088,1961,11,15.9,Y
IDCJAC0001,086088,1961,12,51.3,Y
IDCJAC0001,086088,1962,01,65.8,Y
IDCJAC0001,086088,1962,02,36.1,Y
IDCJAC0001,086088,1962,03,21.1,Y
IDCJAC0001,086088,1962,04,28.5,Y
IDCJAC0001,086088,1962,05,161.8,Y
IDCJAC0001,086088,1962,06,66.9,Y
IDCJAC0001,086088,1962,07,64.1,Y
IDCJAC0001,086088,1962,08,70.1,Y
IDCJAC0001,086088,1962,09,56.9,Y
IDCJAC0001,086088,1962,10,104.6,Y
IDCJAC0001,086088,1962,11,23.1,Y
IDCJAC0001,086088,1962,12,36.4,Y
IDCJAC0001,086088,1963,01,151.6,Y
IDCJAC0001,086088,1963,02,30.0,Y
IDCJAC0001,086088,1963,03,48.6,Y
IDCJAC0001,086088,1963,04,9.2,Y
IDCJAC0001,086088,1963,05,89.4,Y
IDCJAC0001,086088,1963,06,51.2,Y
IDCJAC0001,086088,1963,07,108.7,Y
IDCJAC0001,086088,1963,08,55.9,Y
IDCJAC0001,086088,1963,09,99.2,Y
IDCJAC0001,086088,1963,10,98.4,Y
IDCJAC0001,086088,1963,11,22.5,Y
IDCJAC0001,086088,1963,12,23.2,Y
IDCJAC0001,086088,1964,01,1.3,Y
IDCJAC0001,086088,1964,02,125.9,Y
IDCJAC0001,086088,1964,03,35.2,Y
IDCJAC0001,086088,1964,04,85.8,Y
IDCJAC0001,086088,1964,05,89.9,Y
IDCJAC0001,086088,1964,06,47.3,Y
IDCJAC0001,086088,1964,07,89.8,Y
IDCJAC0001,086088,1964,08,91.0,Y
IDCJAC0001,086088,1964,09,98.7,Y
IDCJAC0001,086088,1964,10,100.2,Y
IDCJAC0001,086088,1964,11,58.5,Y
IDCJAC0001,086088,1964,12,122.8,Y
IDCJAC0001,086088,1965,01,18.2,Y
IDCJAC0001,086088,1965,02,4.6,Y
IDCJAC0001,086088,1965,03,27.4,Y
IDCJAC0001,086088,1965,04,114.6,Y
IDCJAC0001,086088,1965,05,75.8,Y
IDCJAC0001,086088,1965,06,27.4,Y
IDCJAC0001,086088,1965,07,87.9,Y
IDCJAC0001,086088,1965,08,97.7,Y
IDCJAC0001,086088,1965,09,50.5,Y
IDCJAC0001,086088,1965,10,31.5,Y
IDCJAC0001,086088,1965,11,63.4,Y
IDCJAC0001,086088,1965,12,80.2,Y
IDCJAC0001,086088,1966,01,49.6,Y
IDCJAC0001,086088,1966,02,45.5,Y
IDCJAC0001,086088,1966,03,79.1,Y
IDCJAC0001,086088,1966,04,41.1,Y
IDCJAC0001,086088,1966,05,62.1,Y
IDCJAC0001,086088,1966,06,39.8,Y
IDCJAC0001,086088,1966,07,75.6,Y
IDCJAC0001,086088,1966,08,76.7,Y
IDCJAC0001,086088,1966,09,68.0,Y
IDCJAC0001,086088,1966,10,72.3,Y
IDCJAC0001,086088,1966,11,50.5,Y
IDCJAC0001,086088,1966,12,103.6,Y
IDCJAC0001,086088,1967,01,19.9,Y
IDCJAC0001,086088,1967,02,7.6,Y
IDCJAC0001,086088,1967,03,21.3,Y
IDCJAC0001,086088,1967,04,21.1,Y
IDCJAC0001,086088,1967,05,46.6,Y
IDCJAC0001,086088,1967,06,59.8,Y
IDCJAC0001,086088,1967,07,30.6,Y
IDCJAC0001,086088,1967,08,65.2,Y
IDCJAC0001,086088,1967,09,62.9,Y
IDCJAC0001,086088,1967,10,23.6,Y
IDCJAC0001,086088,1967,11,21.9,Y
IDCJAC0001,086088,1967,12,42.7,Y
IDCJAC0001,086088,1968,01,31.5,Y
IDCJAC0001,086088,1968,02,4.8,Y
IDCJAC0001,086088,1968,03,21.2,Y
IDCJAC0001,086088,1968,04,72.0,Y
IDCJAC0001,086088,1968,05,96.5,Y
IDCJAC0001,086088,1968,06,72.8,Y
IDCJAC0001,086088,1968,07,52.2,Y
IDCJAC0001,086088,1968,08,45.1,Y
IDCJAC0001,086088,1968,09,28.2,Y
IDCJAC0001,086088,1968,10,51.0,Y
IDCJAC0001,086088,1968,11,66.2,Y
IDCJAC0001,086088,1968,12,56.2,Y
IDCJAC0001,086088,1969,01,28.5,Y
IDCJAC0001,086088,1969,02,109.6,Y
IDCJAC0001,086088,1969,03,69.8,Y
IDCJAC0001,086088,1969,04,36.6,Y
IDCJAC0001,086088,1969,05,110.9,Y
IDCJAC0001,086088,1969,06,17.7,Y
IDCJAC0001,086088,1969,07,56.7,Y
IDCJAC0001,086088,1969,08,42.6,Y
IDCJAC0001,086088,1969,09,95.6,Y
IDCJAC0001,086088,1969,10,30.3,Y
IDCJAC0001,086088,1969,11,49.3,Y
IDCJAC0001,086088,1969,12,50.6,Y
IDCJAC0001,086088,1970,01,131.5,Y
IDCJAC0001,086088,1970,02,19.3,Y
IDCJAC0001,086088,1970,03,141.0,Y
IDCJAC0001,086088,1970,04,102.5,Y
IDCJAC0001,086088,1970,05,136.3,Y
IDCJAC0001,086088,1970,06,64.8,Y
IDCJAC0001,086088,1970,07,37.3,Y
IDCJAC0001,086088,1970,08,89.3,Y
IDCJAC0001,086088,1970,09,38.4,Y
IDCJAC0001,086088,1970,10,61.0,Y
IDCJAC0001,086088,1970,11,74.8,Y
IDCJAC0001,086088,1970,12,144.0,Y
IDCJAC0001,086088,1971,01,68.6,Y
IDCJAC0001,086088,1971,02,66.8,Y
IDCJAC0001,086088,1971,03,29.0,Y
IDCJAC0001,086088,1971,04,69.3,Y
IDCJAC0001,086088,1971,05,103.0,Y
IDCJAC0001,086088,1971,06,68.3,Y
IDCJAC0001,086088,1971,07,42.2,Y
IDCJAC0001,086088,1971,08,57.7,Y
IDCJAC0001,086088,1971,09,60.1,Y
IDCJAC0001,086088,1971,10,109.5,Y
IDCJAC0001,086088,1971,11,131.1,Y
IDCJAC0001,086088,1971,12,86.3,Y
IDCJAC0001,086088,1972,01,51.3,Y
IDCJAC0001,086088,1972,02,175.7,Y
IDCJAC0001,086088,1972,03,16.4,Y
IDCJAC0001,086088,1972,04,93.7,Y
IDCJAC0001,086088,1972,05,37.6,Y
IDCJAC0001,086088,1972,06,14.8,Y
IDCJAC0001,086088,1972,07,49.6,Y
IDCJAC0001,086088,1972,08,44.5,Y
IDCJAC0001,086088,1972,09,36.1,Y
IDCJAC0001,086088,1972,10,46.2,Y
IDCJAC0001,086088,1972,11,43.8,Y
IDCJAC0001,086088,1972,12,6.7,Y
IDCJAC0001,086088,1973,01,66.3,Y
IDCJAC0001,086088,1973,02,167.9,Y
IDCJAC0001,086088,1973,03,85.4,Y
IDCJAC0001,086088,1973,04,58.0,Y
IDCJAC0001,086088,1973,05,84.0,Y
IDCJAC0001,086088,1973,06,59.7,Y
IDCJAC0001,086088,1973,07,47.9,Y
IDCJAC0001,086088,1973,08,72.7,Y
IDCJAC0001,086088,1973,09,55.4,Y
IDCJAC0001,086088,1973,10,101.7,Y
IDCJAC0001,086088,1973,11,49.8,Y
IDCJAC0001,086088,1973,12,66.1,Y
IDCJAC0001,086088,1974,01,66.7,Y
IDCJAC0001,086088,1974,02,33.8,Y
IDCJAC0001,086088,1974,03,70.6,Y
IDCJAC0001,086088,1974,04,127.6,Y
IDCJAC0001,086088,1974,05,129.0,Y
IDCJAC0001,086088,1974,06,15.1,Y
IDCJAC0001,086088,1974,07,92.8,Y
IDCJAC0001,086088,1974,08,100.7,Y
IDCJAC0001,086088,1974,09,94.1,Y
IDCJAC0001,086088,1974,10,97.9,Y
IDCJAC0001,086088,1974,11,82.7,Y
IDCJAC0001,086088,1974,12,79.9,Y
IDCJAC0001,086088,1975,01,26.0,Y
IDCJAC0001,086088,1975,02,9.6,Y
IDCJAC0001,086088,1975,03,44.1,Y
IDCJAC0001,086088,1975,04,26.8,Y
IDCJAC0001,086088,1975,05,65.8,Y
IDCJAC0001,086088,1975,06,42.5,Y
IDCJAC0001,086088,1975,07,57.4,Y
IDCJAC0001,086088,1975,08,119.4,Y
IDCJAC0001,086088,1975,09,113.7,Y
IDCJAC0001,086088,1975,10,164.3,Y
IDCJAC0001,086088,1975,11,68.6,Y
IDCJAC0001,086088,1975,12,56.0,Y
IDCJAC0001,086088,1976,01,24.5,Y
IDCJAC0001,086088,1976,02,14.4,Y
IDCJAC0001,086088,1976,03,39.6,Y
IDCJAC0001,086088,1976,04,42.8,Y
IDCJAC0001,086088,1976,05,39.8,Y
IDCJAC0001,086088,1976,06,39.8,Y
IDCJAC0001,086088,1976,07,15.2,Y
IDCJAC0001,086088,1976,08,83.4,Y
IDCJAC0001,086088,1976,09,82.6,Y
IDCJAC0001,086088,1976,10,79.8,Y
IDCJAC0001,086088,1976,11,105.6,Y
IDCJAC0001,086088,1976,12,60.5,Y
IDCJAC0001,086088,1977,01,49.8,Y
IDCJAC0001,086088,1977,02,35.8,Y
IDCJAC0001,086088,1977,03,28.8,Y
IDCJAC0001,086088,1977,04,59.6,Y
IDCJAC0001,086088,1977,05,71.7,Y
IDCJAC0001,086088,1977,06,157.6,Y
IDCJAC0001,086088,1977,07,61.0,Y
IDCJAC0001,086088,1977,08,31.8,Y
IDCJAC0001,086088,1977,09,59.2,Y
IDCJAC0001,086088,1977,10,54.5,Y
IDCJAC0001,086088,1977,11,38.6,Y
IDCJAC0001,086088,1977,12,39.4,Y
IDCJAC0001,086088,1978,01,57.2,Y
IDCJAC0001,086088,1978,02,64.2,Y
IDCJAC0001,086088,1978,03,105.6,Y
IDCJAC0001,086088,1978,04,51.9,Y
IDCJAC0001,086088,1978,05,94.4,Y
IDCJAC0001,086088,1978,06,32.9,Y
IDCJAC0001,086088,1978,07,76.7,Y
IDCJAC0001,086088,1978,08,102.9,Y
IDCJAC0001,086088,1978,09,75.8,Y
IDCJAC0001,086088,1978,10,69.0,Y
IDCJAC0001,086088,1978,11,117.6,Y
IDCJAC0001,086088,1978,12,98.4,Y
IDCJAC0001,086088,1979,01,42.2,Y
IDCJAC0001,086088,1979,02,53.6,Y
IDCJAC0001,086088,1979,03,32.7,Y
IDCJAC0001,086088,1979,04,52.9,Y
IDCJAC0001,086088,1979,05,104.3,Y
IDCJAC0001,086088,1979,06,24.6,Y
IDCJAC0001,086088,1979,07,26.6,Y
IDCJAC0001,086088,1979,08,87.3,Y
IDCJAC0001,086088,1979,09,97.8,Y
IDCJAC0001,086088,1979,10,97.2,Y
IDCJAC0001,086088,1979,11,31.4,Y
IDCJAC0001,086088,1979,12,18.5,Y
IDCJAC0001,086088,1980,01,48.8,Y
IDCJAC0001,086088,1980,02,11.0,Y
IDCJAC0001,086088,1980,03,14.6,Y
IDCJAC0001,086088,1980,04,83.4,Y
IDCJAC0001,086088,1980,05,57.5,Y
IDCJAC0001,086088,1980,06,76.2,Y
IDCJAC0001,086088,1980,07,66.3,Y
IDCJAC0001,086088,1980,08,51.9,Y
IDCJAC0001,086088,1980,09,29.0,Y
IDCJAC0001,086088,1980,10,117.7,Y
IDCJAC0001,086088,1980,11,63.9,Y
IDCJAC0001,086088,1980,12,56.8,Y
IDCJAC0001,086088,1981,01,52.2,Y
IDCJAC0001,086088,1981,02,17.4,Y
IDCJAC0001,086088,1981,03,68.2,Y
IDCJAC0001,086088,1981,04,22.2,Y
IDCJAC0001,086088,1981,05,110.2,Y
IDCJAC0001,086088,1981,06,61.8,Y
IDCJAC0001,086088,1981,07,85.1,Y
IDCJAC0001,086088,1981,08,100.8,Y
IDCJAC0001,086088,1981,09,22.4,Y
IDCJAC0001,086088,1981,10,76.1,Y
IDCJAC0001,086088,1981,11,97.1,Y
IDCJAC0001,086088,1981,12,51.4,Y
IDCJAC0001,086088,1982,01,55.2,Y
IDCJAC0001,086088,1982,02,8.0,Y
IDCJAC0001,086088,1982,03,85.9,Y
IDCJAC0001,086088,1982,04,73.6,Y
IDCJAC0001,086088,1982,05,56.9,Y
IDCJAC0001,086088,1982,06,47.6,Y
IDCJAC0001,086088,1982,07,19.4,Y
IDCJAC0001,086088,1982,08,38.2,Y
IDCJAC0001,086088,1982,09,56.9,Y
IDCJAC0001,086088,1982,10,56.0,Y
IDCJAC0001,086088,1982,11,18.2,Y
IDCJAC0001,086088,1982,12,42.2,Y
IDCJAC0001,086088,1983,01,50.6,Y
IDCJAC0001,086088,1983,02,7.6,Y
IDCJAC0001,086088,1983,03,69.4,Y
IDCJAC0001,086088,1983,04,42.8,Y
IDCJAC0001,086088,1983,05,75.4,Y
IDCJAC0001,086088,1983,06,55.4,Y
IDCJAC0001,086088,1983,07,72.8,Y
IDCJAC0001,086088,1983,08,80.0,Y
IDCJAC0001,086088,1983,09,91.8,Y
IDCJAC0001,086088,1983,10,107.6,Y
IDCJAC0001,086088,1983,11,104.9,Y
IDCJAC0001,086088,1983,12,18.6,Y
IDCJAC0001,086088,1984,01,90.7,Y
IDCJAC0001,086088,1984,02,45.2,Y
IDCJAC0001,086088,1984,03,60.2,Y
IDCJAC0001,086088,1984,04,66.0,Y
IDCJAC0001,086088,1984,05,28.2,Y
IDCJAC0001,086088,1984,06,37.2,Y
IDCJAC0001,086088,1984,07,64.8,Y
IDCJAC0001,086088,1984,08,79.0,Y
IDCJAC0001,086088,1984,09,133.5,Y
IDCJAC0001,086088,1984,10,59.0,Y
IDCJAC0001,086088,1984,11,49.4,Y
IDCJAC0001,086088,1984,12,52.1,Y
IDCJAC0001,086088,1985,01,16.0,Y
IDCJAC0001,086088,1985,02,9.6,Y
IDCJAC0001,086088,1985,03,48.4,Y
IDCJAC0001,086088,1985,04,83.0,Y
IDCJAC0001,086088,1985,05,59.0,Y
IDCJAC0001,086088,1985,06,71.0,Y
IDCJAC0001,086088,1985,07,55.7,Y
IDCJAC0001,086088,1985,08,92.3,Y
IDCJAC0001,086088,1985,09,40.3,Y
IDCJAC0001,086088,1985,10,68.1,Y
IDCJAC0001,086088,1985,11,70.8,Y
IDCJAC0001,086088,1985,12,125.4,Y
IDCJAC0001,086088,1986,01,22.1,Y
IDCJAC0001,086088,1986,02,16.6,Y
IDCJAC0001,086088,1986,03,17.1,Y
IDCJAC0001,086088,1986,04,74.2,Y
IDCJAC0001,086088,1986,05,93.2,Y
IDCJAC0001,086088,1986,06,42.2,Y
IDCJAC0001,086088,1986,07,107.6,Y
IDCJAC0001,086088,1986,08,52.6,Y
IDCJAC0001,086088,1986,09,43.5,Y
IDCJAC0001,086088,1986,10,83.8,Y
IDCJAC0001,086088,1986,11,34.4,Y
IDCJAC0001,086088,1986,12,82.2,Y
IDCJAC0001,086088,1987,01,37.2,Y
IDCJAC0001,086088,1987,02,50.8,Y
IDCJAC0001,086088,1987,03,64.4,Y
IDCJAC0001,086088,1987,04,40.4,Y
IDCJAC0001,086088,1987,05,111.7,Y
IDCJAC0001,086088,1987,06,70.9,Y
IDCJAC0001,086088,1987,07,82.0,Y
IDCJAC0001,086088,1987,08,30.4,Y
IDCJAC0001,086088,1987,09,46.8,Y
IDCJAC0001,086088,1987,10,66.4,Y
IDCJAC0001,086088,1987,11,79.4,Y
IDCJAC0001,086088,1987,12,78.6,Y
IDCJAC0001,086088,1988,01,47.3,Y
IDCJAC0001,086088,1988,02,17.0,Y
IDCJAC0001,086088,1988,03,33.0,Y
IDCJAC0001,086088,1988,04,18.2,Y
IDCJAC0001,086088,1988,05,78.8,Y
IDCJAC0001,086088,1988,06,73.6,Y
IDCJAC0001,086088,1988,07,66.4,Y
IDCJAC0001,086088,1988,08,58.6,Y
IDCJAC0001,086088,1988,09,62.2,Y
IDCJAC0001,086088,1988,10,47.8,Y
IDCJAC0001,086088,1988,11,152.8,Y
IDCJAC0001,086088,1988,12,76.6,Y
IDCJAC0001,086088,1989,01,42.0,Y
IDCJAC0001,086088,1989,02,22.4,Y
IDCJAC0001,086088,1989,03,82.1,Y
IDCJAC0001,086088,1989,04,94.3,Y
IDCJAC0001,086088,1989,05,68.6,Y
IDCJAC0001,086088,1989,06,89.4,Y
IDCJAC0001,086088,1989,07,63.3,Y
IDCJAC0001,086088,1989,08,112.6,Y
IDCJAC0001,086088,1989,09,57.4,Y
IDCJAC0001,086088,1989,10,104.4,Y
IDCJAC0001,086088,1989,11,38.0,Y
IDCJAC0001,086088,1989,12,52.6,Y
IDCJAC0001,086088,1990,01,5.9,Y
IDCJAC0001,086088,1990,02,82.7,Y
IDCJAC0001,086088,1990,03,27.9,Y
IDCJAC0001,086088,1990,04,76.2,Y
IDCJAC0001,086088,1990,05,39.6,Y
IDCJAC0001,086088,1990,06,58.9,Y
IDCJAC0001,086088,1990,07,111.0,Y
IDCJAC0001,086088,1990,08,114.7,Y
IDCJAC0001,086088,1990,09,62.5,Y
IDCJAC0001,086088,1990,10,133.8,Y
IDCJAC0001,086088,1990,11,44.2,Y
IDCJAC0001,086088,1990,12,34.2,Y
IDCJAC0001,086088,1991,01,129.2,Y
IDCJAC0001,086088,1991,02,4.2,Y
IDCJAC0001,086088,1991,03,76.8,Y
IDCJAC0001,086088,1991,04,38.4,Y
IDCJAC0001,086088,1991,05,34.4,Y
IDCJAC0001,086088,1991,06,145.0,Y
IDCJAC0001,086088,1991,07,100.8,Y
IDCJAC0001,086088,1991,08,81.8,Y
IDCJAC0001,086088,1991,09,119.8,Y
IDCJAC0001,086088,1991,10,28.2,Y
IDCJAC0001,086088,1991,11,36.9,Y
IDCJAC0001,086088,1991,12,142.0,Y
IDCJAC0001,086088,1992,01,60.4,Y
IDCJAC0001,086088,1992,02,28.6,Y
IDCJAC0001,086088,1992,03,38.4,Y
IDCJAC0001,086088,1992,04,82.6,Y
IDCJAC0001,086088,1992,05,106.4,Y
IDCJAC0001,086088,1992,06,58.2,Y
IDCJAC0001,086088,1992,07,50.9,Y
IDCJAC0001,086088,1992,08,68.4,Y
IDCJAC0001,086088,1992,09,162.8,Y
IDCJAC0001,086088,1992,10,123.0,Y
IDCJAC0001,086088,1992,11,151.6,Y
IDCJAC0001,086088,1992,12,102.2,Y
IDCJAC0001,086088,1993,01,128.0,Y
IDCJAC0001,086088,1993,02,96.4,Y
IDCJAC0001,086088,1993,03,44.4,Y
IDCJAC0001,086088,1993,04,23.0,Y
IDCJAC0001,086088,1993,05,46.1,Y
IDCJAC0001,086088,1993,06,68.4,Y
IDCJAC0001,086088,1993,07,52.2,Y
IDCJAC0001,086088,1993,08,81.6,Y
IDCJAC0001,086088,1993,09,159.4,Y
IDCJAC0001,086088,1993,10,91.0,Y
IDCJAC0001,086088,1993,11,93.1,Y
IDCJAC0001,086088,1993,12,188.8,Y
IDCJAC0001,086088,1994,01,53.4,Y
IDCJAC0001,086088,1994,02,116.4,Y
IDCJAC0001,086088,1994,03,55.2,Y
IDCJAC0001,086088,1994,04,64.8,Y
IDCJAC0001,086088,1994,05,35.6,Y
IDCJAC0001,086088,1994,06,48.2,Y
IDCJAC0001,086088,1994,07,27.2,Y
IDCJAC0001,086088,1994,08,22.2,Y
IDCJAC0001,086088,1994,09,60.2,Y
IDCJAC0001,086088,1994,10,37.8,Y
IDCJAC0001,086088,1994,11,61.1,Y
IDCJAC0001,086088,1994,12,16.0,Y
IDCJAC0001,086088,1995,01,100.2,Y
IDCJAC0001,086088,1995,02,21.8,Y
IDCJAC0001,086088,1995,03,106.4,Y
IDCJAC0001,086088,1995,04,110.3,Y
IDCJAC0001,086088,1995,05,94.0,Y
IDCJAC0001,086088,1995,06,112.3,Y
IDCJAC0001,086088,1995,07,99.0,Y
IDCJAC0001,086088,1995,08,66.6,Y
IDCJAC0001,086088,1995,09,61.2,Y
IDCJAC0001,086088,1995,10,101.0,Y
IDCJAC0001,086088,1995,11,68.4,Y
IDCJAC0001,086088,1995,12,45.8,Y
IDCJAC0001,086088,1996,01,143.6,Y
IDCJAC0001,086088,1996,02,114.4,Y
IDCJAC0001,086088,1996,03,61.7,Y
IDCJAC0001,086088,1996,04,126.0,Y
IDCJAC0001,086088,1996,05,35.8,Y
IDCJAC0001,086088,1996,06,96.2,Y
IDCJAC0001,086088,1996,07,122.0,Y
IDCJAC0001,086088,1996,08,60.4,Y
IDCJAC0001,086088,1996,09,95.1,Y
IDCJAC0001,086088,1996,10,62.4,Y
IDCJAC0001,086088,1996,11,71.4,Y
IDCJAC0001,086088,1996,12,22.8,Y
IDCJAC0001,086088,1997,01,38.2,Y
IDCJAC0001,086088,1997,02,2.2,Y
IDCJAC0001,086088,1997,03,40.6,Y
IDCJAC0001,086088,1997,04,28.0,Y
IDCJAC0001,086088,1997,05,99.2,Y
IDCJAC0001,086088,1997,06,45.0,Y
IDCJAC0001,086088,1997,07,29.3,Y
IDCJAC0001,086088,1997,08,55.2,Y
IDCJAC0001,086088,1997,09,59.4,N
IDCJAC0001,086088,1997,10,39.6,Y
IDCJAC0001,086088,1997,11,73.0,Y
IDCJAC0001,086088,1997,12,6.0,Y
IDCJAC0001,086088,1998,01,80.8,Y
IDCJAC0001,086088,1998,02,75.2,Y
IDCJAC0001,086088,1998,03,26.8,Y
IDCJAC0001,086088,1998,04,78.5,Y
IDCJAC0001,086088,1998,05,57.2,Y
IDCJAC0001,086088,1998,06,100.2,Y
IDCJAC0001,086088,1998,07,54.0,Y
IDCJAC0001,086088,1998,08,33.4,Y
IDCJAC0001,086088,1998,09,59.4,Y
IDCJAC0001,086088,1998,10,116.4,Y
IDCJAC0001,086088,1998,11,95.8,Y
IDCJAC0001,086088,1998,12,66.4,Y
IDCJAC0001,086088,1999,01,33.0,Y
IDCJAC0001,086088,1999,02,51.0,Y
IDCJAC0001,086088,1999,03,76.6,Y
IDCJAC0001,086088,1999,04,26.0,Y
IDCJAC0001,086088,1999,05,89.4,Y
IDCJAC0001,086088,1999,06,69.7,Y
IDCJAC0001,086088,1999,08,111.4,Y
IDCJAC0001,086088,1999,09,45.5,Y
IDCJAC0001,086088,1999,10,61.7,Y
IDCJAC0001,086088,1999,11,55.4,Y
IDCJAC0001,086088,1999,12,105.8,Y
IDCJAC0001,086088,2000,01,40.1,Y
IDCJAC0001,086088,2000,02,41.4,Y
IDCJAC0001,086088,2000,03,35.0,Y
IDCJAC0001,086088,2000,04,58.1,Y
IDCJAC0001,086088,2000,05,123.6,Y
IDCJAC0001,086088,2000,06,51.4,Y
IDCJAC0001,086088,2000,07,63.5,Y
IDCJAC0001,086088,2000,08,40.5,Y
IDCJAC0001,086088,2000,10,107.6,Y
IDCJAC0001,086088,2000,11,56.2,Y
IDCJAC0001,086088,2000,12,61.8,Y
IDCJAC0001,086088,2001,01,21.8,Y
IDCJAC0001,086088,2001,02,31.7,Y
IDCJAC0001,086088,2001,04,150.3,Y
IDCJAC0001,086088,2001,05,34.0,Y
IDCJAC0001,086088,2001,06,65.2,Y
IDCJAC0001,086088,2001,07,20.1,Y
IDCJAC0001,086088,2001,08,73.2,Y
IDCJAC0001,086088,2001,10,114.6,Y
IDCJAC0001,086088,2001,11,83.3,Y
IDCJAC0001,086088,2001,12,40.8,Y
IDCJAC0001,086088,2002,01,57.2,Y
IDCJAC0001,086088,2002,02,85.2,Y
IDCJAC0001,086088,2002,03,22.9,Y
IDCJAC0001,086088,2002,04,60.1,Y
IDCJAC0001,086088,2002,05,53.2,Y
IDCJAC0001,086088,2002,06,33.7,Y
IDCJAC0001,086088,2002,07,43.6,Y
IDCJAC0001,086088,2002,08,44.8,Y
IDCJAC0001,086088,2002,09,51.3,Y
IDCJAC0001,086088,2002,10,37.6,Y
IDCJAC0001,086088,2002,11,36.8,Y
IDCJAC0001,086088,2002,12,26.1,Y
IDCJAC0001,086088,2003,01,19.2,Y
IDCJAC0001,086088,2003,02,30.6,Y
IDCJAC0001,086088,2003,03,40.7,Y
IDCJAC0001,086088,2003,04,102.5,Y
IDCJAC0001,086088,2003,05,35.2,Y
IDCJAC0001,086088,2003,07,101.7,Y
IDCJAC0001,086088,2003,08,65.2,Y
IDCJAC0001,086088,2003,09,46.1,Y
IDCJAC0001,086088,2003,10,106.8,Y
IDCJAC0001,086088,2004,01,55.6,Y
IDCJAC0001,086088,2004,02,21.9,Y
IDCJAC0001,086088,2004,03,16.0,Y
IDCJAC0001,086088,2004,04,53.4,Y
IDCJAC0001,086088,2004,05,56.0,Y
IDCJAC0001,086088,2004,07,62.8,Y
IDCJAC0001,086088,2004,08,93.2,Y
IDCJAC0001,086088,2004,09,91.6,Y
IDCJAC0001,086088,2004,11,157.1,Y
IDCJAC0001,086088,2004,12,61.4,Y
IDCJAC0001,086088,2005,01,27.4,Y
IDCJAC0001,086088,2005,02,180.4,Y
IDCJAC0001,086088,2005,03,20.0,Y
IDCJAC0001,086088,2005,04,35.0,Y
IDCJAC0001,086088,2005,05,17.5,Y
IDCJAC0001,086088,2005,06,56.0,Y
IDCJAC0001,086088,2005,07,38.7,Y
IDCJAC0001,086088,2005,08,87.0,Y
IDCJAC0001,086088,2005,09,69.4,Y
IDCJAC0001,086088,2005,10,36.2,Y
IDCJAC0001,086088,2005,11,100.1,Y
IDCJAC0001,086088,2005,12,85.1,Y
IDCJAC0001,086088,2006,01,49.0,Y
IDCJAC0001,086088,2006,02,92.0,Y
IDCJAC0001,086088,2006,03,24.4,Y
IDCJAC0001,086088,2006,04,90.5,Y
IDCJAC0001,086088,2006,05,63.1,Y
IDCJAC0001,086088,2006,06,18.1,Y
IDCJAC0001,086088,2006,07,46.1,Y
IDCJAC0001,086088,2006,08,41.3,Y
IDCJAC0001,086088,2006,09,30.4,Y
IDCJAC0001,086088,2006,10,9.5,Y
IDCJAC0001,086088,2006,11,35.0,Y
IDCJAC0001,086088,2006,12,38.0,Y
IDCJAC0001,086088,2007,01,35.8,Y
IDCJAC0001,086088,2007,02,11.7,Y
IDCJAC0001,086088,2007,03,43.0,Y
IDCJAC0001,086088,2007,04,17.4,Y
IDCJAC0001,086088,2007,05,52.5,Y
IDCJAC0001,086088,2007,06,53.6,Y
IDCJAC0001,086088,2007,07,90.3,Y
IDCJAC0001,086088,2007,08,30.2,Y
IDCJAC0001,086088,2007,09,27.4,Y
IDCJAC0001,086088,2007,10,29.8,Y
IDCJAC0001,086088,2007,11,82.4,Y
IDCJAC0001,086088,2007,12,133.8,Y
IDCJAC0001,086088,2008,01,20.6,Y
IDCJAC0001,086088,2008,02,25.7,Y
IDCJAC0001,086088,2008,03,92.5,Y
IDCJAC0001,086088,2008,04,24.2,Y
IDCJAC0001,086088,2008,05,50.5,Y
IDCJAC0001,086088,2008,06,45.0,Y
IDCJAC0001,086088,2008,07,67.5,Y
IDCJAC0001,086088,2008,08,65.5,Y
IDCJAC0001,086088,2008,09,27.2,Y
IDCJAC0001,086088,2008,10,19.8,Y
IDCJAC0001,086088,2008,11,70.8,Y
IDCJAC0001,086088,2008,12,82.8,Y
IDCJAC0001,086088,2009,01,1.4,Y
IDCJAC0001,086088,2009,02,2.8,Y
IDCJAC0001,086088,2009,03,53.7,Y
IDCJAC0001,086088,2009,04,60.6,Y
IDCJAC0001,086088,2009,05,20.0,Y
IDCJAC0001,086088,2009,06,34.0,Y
IDCJAC0001,086088,2009,09,106.3,Y
IDCJAC0001,086088,2009,10,53.3,Y
IDCJAC0001,086088,2009,11,107.8,Y
IDCJAC0001,086088,2010,01,35.6,Y
IDCJAC0001,086088,2010,02,32.8,Y
IDCJAC0001,086088,2010,03,85.0,Y
IDCJAC0001,086088,2010,04,54.5,Y
IDCJAC0001,086088,2010,05,38.2,Y
IDCJAC0001,086088,2010,06,91.2,Y
IDCJAC0001,086088,2010,07,27.0,N
IDCJAC0001,086088,2010,08,77.0,N
