Product code,Bureau of Meteorology station number,Year,Month,Mean_Max_Temp,Mean_Min_Temp,Quality
IDCJAC0002,087031,2021,03,22.2,12.6,Y
IDCJAC0002,087031,2021,04,20.6,10.4,Y
IDCJAC0002,087031,2021,05,17.7,7.7,Y
IDCJAC0002,087031,2021,06,15.4,6.7,Y
IDCJAC0002,087031,2021,07,14.3,6.3,Y
IDCJAC0002,087031,2021,08,16.3,7.0,Y
IDCJAC0002,087031,2021,09,18.1,7.6,Y
IDCJAC0002,087031,2021,10,19.2,8.5,Y
IDCJAC0002,087031,2021,11,20.5,10.6,Y
IDCJAC0002,087031,2021,12,24.2,12.6,Y
IDCJAC0002,087031,2022,01,28.0,17.3,Y
IDCJAC0002,087031,2022,02,25.0,15.2,Y
IDCJAC0002,087031,2022,03,24.3,15.2,Y
IDCJAC0002,087031,2022,04,21.1,12.0,Y
IDCJAC0002,087031,2022,05,16.5,7.9,Y
IDCJAC0002,087031,2022,06,14.1,7.0,Y
IDCJAC0002,087031,2022,07,13.6,5.0,Y
IDCJAC0002,087031,2022,08,15.6,7.0,Y
IDCJAC0002,087031,2022,09,16.2,7.8,Y
IDCJAC0002,087031,2022,10,18.7,9.4,Y
IDCJAC0002,087031,2022,11,20.0,10.2,Y
IDCJAC0002,087031,2022,12,23.6,12.4,Y
IDCJAC0002,087031,2023,01,26.8,15.5,Y
IDCJAC0002,087031,2023,02,25.5,14.7,Y
IDCJAC0002,087031,2023,03,23.4,13.6,Y
IDCJAC0002,087031,2023,04,20.4,11.2,Y
IDCJAC0002,087031,2023,05,16.5,7.8,Y
IDCJAC0002,087031,2023,06,15.0,7.6,Y
IDCJAC0002,087031,2023,07,15.5,7.2,Y
IDCJAC0002,087031,2023,08,16.2,7.0,Y
IDCJAC0002,087031,2023,09,20.8,7.9,Y
IDCJAC0002,087031,2023,10,19.8,9.4,Y
IDCJAC0002,087031,2023,11,22.2,13.3,Y
IDCJAC0002,087031,2023,12,23.3,14.1,Y
