Site Name,Lat,Lon,Model,Experiment,Year,Avg Ann CFFDI,DPY_HI,DPY_VH,"DPY_SEV",DPY_EXT,DPY_CAT,DPY_GE_HI,DPY_GE_VH,DPY_GE_SEV,DPY_GE_EXT
Sydney-AP,-33.94,151.17,MIROC5,rcp45,2050,2108.76,31.87,7.47,1.5,0.13,0.03,41,9.13,1.66,0.16
Sydney-AP,-33.94,151.17,MIROC5,rcp45,2070,1991.22,29.37,6.8,1.23,0.17,0,37.57,8.2,1.4,0.17
Sydney-AP,-33.94,151.17,MIROC5,rcp45,2090,2083.75,31.5,7.1,1.4,0.2,0,40.2,8.7,1.6,0.2
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2030,2130.1,32.53,7.47,1.53,0.2,0.03,41.76,9.23,1.76,0.23
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2050,2135.91,32.8,7.47,1.6,0.23,0.03,42.13,9.33,1.86,0.26
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2070,2075.37,31.3,7.1,1.37,0.2,0,39.97,8.67,1.57,0.2
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2090,2129.21,33.23,7.9,1.43,0.23,0.03,42.82,9.59,1.69,0.26
Sydney-AP,-33.94,151.17,OBS,historical,1995,2029.44,29.1,6.67,1.13,0.2,0,37.1,8,1.33,0.2
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2030,8865.99,124.23,153.5,16.5,0.8,0,295.03,170.8,17.3,0.8
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2050,9411.72,114,160.93,23.13,1.13,0,299.19,185.19,24.26,1.13
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2070,9388.37,113.63,162.5,22.57,0.9,0.03,299.63,186,23.5,0.93
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2090,9600.4,108.8,166,24.83,1.03,0.03,300.69,191.89,25.89,1.06
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2030,9094.01,118.87,156.9,19.27,0.8,0,295.84,176.97,20.07,0.8
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2050,10035.6,101.2,175.37,28.3,1.33,0.03,306.23,205.03,29.66,1.36
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2070,10088.77,96.37,174.03,30.8,1.53,0.03,302.76,206.39,32.36,1.56
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2090,10516.78,87.47,175.47,38.77,2.1,0.13,303.94,216.47,41,2.23
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2030,11242.36,79.93,197.27,40.6,2.37,0.2,320.37,240.44,43.17,2.57
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2050,9971.57,101.1,176.47,27.2,1.13,0,305.9,204.8,28.33,1.13
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2070,11739.95,72.27,197.43,49.3,3.1,0.2,322.3,250.03,52.6,3.3
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2090,10232.33,92.7,183.07,30.93,1.03,0,307.73,215.03,31.96,1.03
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2030,10458.61,92.77,185.07,31.83,1.37,0.07,311.11,218.34,33.27,1.44
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2050,11435.51,83.5,183.83,48.3,3.17,0.27,319.07,235.57,51.74,3.44
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2070,11578.81,69.93,193.13,50.4,2.7,0.13,316.29,246.36,53.23,2.83
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2090,12962.27,50.37,197.47,71.8,5.27,0.37,325.28,274.91,77.44,5.64
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2030,8982.84,120.9,153.73,18.57,0.63,0,293.83,172.93,19.2,0.63
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2050,8857.13,122.5,148.9,18.63,0.8,0,290.83,168.33,19.43,0.8
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2070,9048.51,118.6,155.6,19.37,0.83,0,294.4,175.8,20.2,0.83
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2090,9377.93,112.47,162.8,22.33,0.9,0,298.5,186.03,23.23,0.9
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2030,9012.72,121.73,152.03,19.57,0.93,0,294.26,172.53,20.5,0.93
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2050,9278.52,115.67,157.93,21.9,0.97,0,296.47,180.8,22.87,0.97
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2070,9123.63,116.13,157.57,20.5,0.8,0,295,178.87,21.3,0.8
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2090,9225.34,110.87,159.9,22.03,0.8,0,293.6,182.73,22.83,0.8
Tennant-Creek,-19.64,134.18,OBS,historical,1995,8915.43,130.67,147.1,16.07,0.63,0,294.47,163.8,16.7,0.63
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2030,2576.29,42.23,5.83,0.17,0,0,48.23,6,0.17,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2050,2705.35,49.43,6.2,0.27,0,0,55.9,6.47,0.27,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2070,2646.25,45.93,6,0.17,0,0,52.1,6.17,0.17,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2090,2685.05,48.03,6.17,0.3,0,0,54.5,6.47,0.3,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2030,2609.99,45.27,6.03,0.23,0,0,51.53,6.26,0.23,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2050,2933.69,62.33,7.2,0.33,0,0,69.86,7.53,0.33,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2070,3047.63,68.6,8.37,0.37,0,0,77.34,8.74,0.37,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2090,3022.19,66.8,8.87,0.37,0,0,76.04,9.24,0.37,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2030,3299.94,82.87,8.77,0.3,0,0,91.94,9.07,0.3,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2050,3106.74,70.63,7.77,0.2,0,0,78.6,7.97,0.2,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2070,3860.63,122.87,12.13,0.37,0,0,135.37,12.5,0.37,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2090,3194.93,78.1,9.2,0.27,0,0,87.57,9.47,0.27,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2030,3338.69,85.8,9.63,0.3,0,0,95.73,9.93,0.3,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2050,3696.23,110.93,11,0.4,0,0,122.33,11.4,0.4,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2070,3560.04,99.73,12.27,0.37,0,0,112.37,12.64,0.37,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2090,4017.02,130.73,15.47,0.43,0,0,146.63,15.9,0.43,0
Townsville,-19.25,146.77,MIROC5,rcp45,2030,2728.36,50.97,6.5,0.23,0,0,57.7,6.73,0.23,0
Townsville,-19.25,146.77,MIROC5,rcp45,2050,2661.19,48.17,6.17,0.23,0,0,54.57,6.4,0.23,0
Townsville,-19.25,146.77,MIROC5,rcp45,2070,2830.34,54.5,7.3,0.27,0,0,62.07,7.57,0.27,0
Townsville,-19.25,146.77,MIROC5,rcp45,2090,3144.01,73.4,8.87,0.33,0,0,82.6,9.2,0.33,0
Townsville,-19.25,146.77,MIROC5,rcp85,2030,2999.09,66.2,7.7,0.33,0,0,74.23,8.03,0.33,0
Townsville,-19.25,146.77,MIROC5,rcp85,2050,3027.07,68.63,8.2,0.4,0,0,77.23,8.6,0.4,0
Townsville,-19.25,146.77,MIROC5,rcp85,2070,3042.01,67.07,8.4,0.33,0,0,75.8,8.73,0.33,0
Townsville,-19.25,146.77,MIROC5,rcp85,2090,2920.5,60.2,7.97,0.33,0,0,68.5,8.3,0.33,0
Townsville,-19.25,146.77,OBS,historical,1995,2704.04,45.6,5.87,0.17,0,0,51.64,6.04,0.17,0
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2030,3742.87,71.8,33.53,5.27,0.73,0.13,111.46,39.66,6.13,0.86
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2050,3995.62,74.2,37.83,6.07,0.8,0.17,119.07,44.87,7.04,0.97
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2070,4068.64,74.4,38.67,6.23,0.93,0.17,120.4,46,7.33,1.1
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2090,4214.63,74.6,41.2,6.63,1.2,0.23,123.86,49.26,8.06,1.43
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2030,3896.2,73.43,36,5.77,0.87,0.13,116.2,42.77,6.77,1
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2050,4148.51,76.17,39.67,6.17,0.97,0.23,123.21,47.04,7.37,1.2
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2070,4423.72,76.2,44.03,7.27,1.8,0.27,129.57,53.37,9.34,2.07
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2090,4948.27,75,51.67,9.73,2.63,0.6,139.63,64.63,12.96,3.23
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2030,4523.04,80.67,45.03,6.97,1.1,0.23,134,53.33,8.3,1.33
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2050,4069.97,73.4,37.97,5.97,1,0.2,118.54,45.14,7.17,1.2
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2070,4886.11,84.33,51.13,7.6,1.5,0.33,144.89,60.56,9.43,1.83
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2090,4302.12,81.63,40.37,6.1,1,0.17,129.27,47.64,7.27,1.17
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2030,4063.58,77.4,36.83,5.47,0.97,0.17,120.84,43.44,6.61,1.14
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2050,4498.21,79.33,44.93,6.97,1.23,0.3,132.76,53.43,8.5,1.53
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2070,4815.09,84.93,48.2,7.33,1.67,0.33,142.46,57.53,9.33,2
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2090,5668.43,91.83,61.3,10.6,2.47,0.6,166.8,74.97,13.67,3.07
Wagga,-35.16,147.46,MIROC5,rcp45,2030,3758.81,74.67,33.73,5.1,0.77,0.13,114.4,39.73,6,0.9
Wagga,-35.16,147.46,MIROC5,rcp45,2050,3770.98,74.47,33.87,5.17,0.73,0.13,114.37,39.9,6.03,0.86
Wagga,-35.16,147.46,MIROC5,rcp45,2070,3762.73,73.27,34.4,5.23,0.73,0.13,113.76,40.49,6.09,0.86
Wagga,-35.16,147.46,MIROC5,rcp45,2090,4012.16,76.03,38.43,5.87,0.83,0.17,121.33,45.3,6.87,1
Wagga,-35.16,147.46,MIROC5,rcp85,2030,3770.44,73.73,34.03,5.07,0.8,0.13,113.76,40.03,6,0.93
Wagga,-35.16,147.46,MIROC5,rcp85,2050,3814.2,72.93,34.9,5.27,0.87,0.13,114.1,41.17,6.27,1
Wagga,-35.16,147.46,MIROC5,rcp85,2070,3896.49,74,36.5,5.6,0.87,0.13,117.1,43.1,6.6,1
Wagga,-35.16,147.46,MIROC5,rcp85,2090,3828.9,71.67,35.97,5.5,0.93,0.13,114.2,42.53,6.56,1.06
Wagga,-35.16,147.46,OBS,historical,1995,3599.67,72.23,31,4.3,0.57,0.13,108.23,36,5,0.7
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2030,2071.01,32.27,9.53,1.3,0.17,0.03,43.3,11.03,1.5,0.2
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2050,2161.7,34.27,10.4,1.43,0.37,0.03,46.5,12.23,1.83,0.4
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2070,2222.12,35.03,10.83,1.6,0.4,0.03,47.89,12.86,2.03,0.43
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2090,2344.67,38.1,11.2,1.87,0.5,0.03,51.7,13.6,2.4,0.53
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2030,2238.81,36,10.83,1.57,0.43,0.03,48.86,12.86,2.03,0.46
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2050,2318.65,37.7,11.3,1.93,0.47,0.03,51.43,13.73,2.43,0.5
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2070,2536.28,42.67,13.4,2.4,0.5,0.2,59.17,16.5,3.1,0.7
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2090,2918.47,51.73,16.7,3.07,0.67,0.33,72.5,20.77,4.07,1
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2030,2269.98,36.73,10.7,1.5,0.3,0.03,49.26,12.53,1.83,0.33
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2050,2258.24,36.1,10.97,1.67,0.33,0.03,49.1,13,2.03,0.36
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2070,2539.25,43.57,12.4,2.07,0.43,0.07,58.54,14.97,2.57,0.5
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2090,2500.68,41.2,12.47,2.03,0.4,0.1,56.2,15,2.53,0.5
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2030,2413.16,39.7,12.2,1.87,0.43,0.03,54.23,14.53,2.33,0.46
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2050,2656.75,45.6,14.03,2.5,0.53,0.13,62.79,17.19,3.16,0.66
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2070,2692.61,45.57,14.33,2.67,0.43,0.17,63.17,17.6,3.27,0.6
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2090,3168.59,55.97,17.83,3.7,0.97,0.27,78.74,22.77,4.94,1.24
Williamtown,-32.79,151.84,MIROC5,rcp45,2030,2075.39,32.13,9.87,1.37,0.23,0.03,43.63,11.5,1.63,0.26
Williamtown,-32.79,151.84,MIROC5,rcp45,2050,2183.44,34.63,10.47,1.63,0.3,0.03,47.06,12.43,1.96,0.33
Williamtown,-32.79,151.84,MIROC5,rcp45,2070,2060.46,32.13,9.87,1.4,0.27,0.03,43.7,11.57,1.7,0.3
Williamtown,-32.79,151.84,MIROC5,rcp45,2090,2155.3,33.67,10.63,1.47,0.3,0.03,46.1,12.43,1.8,0.33
Williamtown,-32.79,151.84,MIROC5,rcp85,2030,2208.97,35.5,10.63,1.67,0.37,0.03,48.2,12.7,2.07,0.4
Williamtown,-32.79,151.84,MIROC5,rcp85,2050,2211.75,34.97,10.9,1.57,0.37,0.03,47.84,12.87,1.97,0.4
Williamtown,-32.79,151.84,MIROC5,rcp85,2070,2130.66,33.5,10.27,1.37,0.3,0.03,45.47,11.97,1.7,0.33
Williamtown,-32.79,151.84,MIROC5,rcp85,2090,2202.86,34.27,11,1.63,0.5,0.03,47.43,13.16,2.16,0.53
Williamtown,-32.79,151.84,OBS,historical,1995,2065.86,31.37,9.17,1.3,0.17,0,42.01,10.64,1.47,0.17
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2030,8046.38,122.77,100.2,18.93,4.1,1.53,247.53,124.76,24.56,5.63
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2050,8675.52,120.07,108.93,23.23,5.27,1.9,259.4,139.33,30.4,7.17
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2070,8855.13,118.73,111.67,24.47,5.63,2.07,262.57,143.84,32.17,7.7
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2090,8967.23,118.33,113.67,25.17,5.8,2.1,265.07,146.74,33.07,7.9
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2030,8223.53,120.6,104.07,19.8,4.43,1.7,250.6,130,25.93,6.13
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2050,9255.11,118.97,118.77,26.23,6.2,2.2,272.37,153.4,34.63,8.4
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2070,9205.22,114.53,114.53,27.37,6.43,2.73,265.59,151.06,36.53,9.16
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2090,9698.2,116.2,121.2,29.63,7.6,3.27,277.9,161.7,40.5,10.87
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2030,10191.89,115.73,134.13,31.3,7.43,3.17,291.76,176.03,41.9,10.6
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2050,9038.96,125.4,115.93,23.27,5.73,2.27,272.6,147.2,31.27,8
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2070,10062.82,116.9,129.17,31.07,7.8,3.17,288.11,171.21,42.04,10.97
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2090,9090.28,124.3,118.13,23.63,5.67,2.43,274.16,149.86,31.73,8.1
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2030,9153.74,123.87,116.8,25.2,5.73,2.33,273.93,150.06,33.26,8.06
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2050,10005.93,116.13,127.97,30.83,7.73,3.27,285.93,169.8,41.83,11
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2070,9927.29,119.57,126.77,29.9,7.57,3.43,287.24,167.67,40.9,11
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2090,11094.21,113.53,142.2,37.87,9.33,4.7,307.63,194.1,51.9,14.03
Woomera,-31.16,136.81,MIROC5,rcp45,2030,8101.92,117.67,102.07,19.3,4.53,1.47,245.04,127.37,25.3,6
Woomera,-31.16,136.81,MIROC5,rcp45,2050,8072.38,117.17,101.13,19.67,4.43,1.5,243.9,126.73,25.6,5.93
Woomera,-31.16,136.81,MIROC5,rcp45,2070,7978.47,118.93,99.33,18.57,4.3,1.57,242.7,123.77,24.44,5.87
Woomera,-31.16,136.81,MIROC5,rcp45,2090,8259.21,114.8,104,21,4.83,1.73,246.36,131.56,27.56,6.56
Woomera,-31.16,136.81,MIROC5,rcp85,2030,8064.75,118.63,101.1,19.07,4.53,1.53,244.86,126.23,25.13,6.06
Woomera,-31.16,136.81,MIROC5,rcp85,2050,8306.23,116.53,104.13,20.83,5.07,1.7,248.26,131.73,27.6,6.77
Woomera,-31.16,136.81,MIROC5,rcp85,2070,8341.16,114.73,105.83,21.5,4.97,1.6,248.63,133.9,28.07,6.57
Woomera,-31.16,136.81,MIROC5,rcp85,2090,8193.81,115.6,101.23,21.13,5.1,1.63,244.69,129.09,27.86,6.73
Woomera,-31.16,136.81,OBS,historical,1995,7932.1,120.3,98.5,17.7,3.77,1.2,241.47,121.17,22.67,4.97
